,group,subgroup,genus,species_strain,group_id,subgroup_id,genus_id,species_strain_id
GCF_004301465.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_004307315.1,Proteobacteria,delta/epsilon subdivisions,Campylobacter,coli,16,43,165,1027
GCF_004319445.1,Proteobacteria,Gammaproteobacteria,Xanthomonas,oryzae,16,25,1046,3150
GCF_004319465.1,Proteobacteria,Gammaproteobacteria,Xanthomonas,oryzae,16,25,1046,3150
GCF_004319485.1,Proteobacteria,Gammaproteobacteria,Xanthomonas,oryzae,16,25,1046,3150
GCF_004319505.1,Proteobacteria,Gammaproteobacteria,Xanthomonas,oryzae,16,25,1046,3150
GCF_004319525.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_004319565.1,PVC group,Verrucomicrobia,Akkermansia,muciniphila,15,40,44,2952
GCF_004319585.1,Proteobacteria,Betaproteobacteria,Alcaligenes,faecalis,16,7,45,1740
GCF_004319645.1,Proteobacteria,Gammaproteobacteria,Vibrio,vulnificus,16,25,1031,5768
GCF_004322655.1,Terrabacteria group,Firmicutes,Bacillus,sp._SYJ,20,23,113,4962
GCF_004322755.1,Proteobacteria,Betaproteobacteria,Massilia,albidiflava,16,7,548,174
GCF_004322775.1,Terrabacteria group,Actinobacteria,Ornithinimicrobium,sp._HY006,20,2,673,4512
GCF_004322795.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_004322815.1,Proteobacteria,Gammaproteobacteria,Xanthomonas,oryzae_pv._oryzae,16,25,1046,3153
GCF_004322835.1,Proteobacteria,Gammaproteobacteria,Xanthomonas,oryzae_pv._oryzae,16,25,1046,3153
GCF_004322855.1,Terrabacteria group,Actinobacteria,Egibacter,rhizosphaerae,20,2,299,3907
GCF_004322955.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_004322975.1,Proteobacteria,Gammaproteobacteria,Citrobacter,sp._ABFQG,16,25,201,4230
GCF_004322995.1,Proteobacteria,Gammaproteobacteria,Klebsiella,pneumoniae,16,25,465,3454
GCF_004323015.1,Proteobacteria,Betaproteobacteria,Burkholderia,pseudomallei,16,7,153,3629
GCF_004323035.1,Proteobacteria,Betaproteobacteria,Burkholderia,pseudomallei,16,7,153,3629
GCF_004323615.1,Proteobacteria,Betaproteobacteria,Bordetella,parapertussis,16,7,136,3237
GCF_004323635.1,Proteobacteria,Alphaproteobacteria,Lichenihabitans,psoromatis,16,3,511,3704
GCF_004323735.1,Terrabacteria group,Actinobacteria,Streptomonospora,sp._M2,20,2,922,4645
GCF_004323755.1,Terrabacteria group,Actinobacteria,Corynebacterium,pseudotuberculosis,20,2,222,3670
GCF_004323775.1,Terrabacteria group,Actinobacteria,Corynebacterium,pseudotuberculosis,20,2,222,3670
GCF_900000005.1,Proteobacteria,Alphaproteobacteria,Brucella,vulpis,16,3,151,5774
GCF_900002515.1,PVC group,Chlamydiae,Chlamydia,abortus,15,11,187,3
GCF_900004855.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus,20,23,912,459
GCF_900005615.1,Proteobacteria,Alphaproteobacteria,Paracoccus,aminovorans,16,3,694,242
GCF_900010805.1,Terrabacteria group,Firmicutes,Clostridium,beijerinckii,20,23,207,597
GCF_900011245.1,Proteobacteria,Alphaproteobacteria,Bradyrhizobium,sp.,16,3,143,4130
GCF_900015005.1,Terrabacteria group,Firmicutes,Lactobacillus,oligofermentans_DSM_15707_=_LMG_22743,20,23,487,3122
GCF_900016155.1,Terrabacteria group,Actinobacteria,Propionibacterium,freudenreichii_subsp._shermanii,20,2,761,1887
GCF_900016785.1,Proteobacteria,Gammaproteobacteria,Buchnera,aphidicola_(Tuberolachnus_salignus),16,25,152,359
GCF_900017775.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus,20,23,912,459
GCF_900029885.1,Proteobacteria,Gammaproteobacteria,Serratia,marcescens_SMB2099,16,25,872,2649
GCF_900044005.1,Terrabacteria group,Firmicutes,Enterococcus,faecium,20,23,309,1749
GCF_900066025.1,Terrabacteria group,Firmicutes,Enterococcus,faecium,20,23,309,1749
GCF_900069025.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,aeruginosa_DK1,16,25,776,101
GCF_900070175.1,Terrabacteria group,Firmicutes,Lactobacillus,rhamnosus,20,23,487,3891
GCF_900070345.1,Proteobacteria,Gammaproteobacteria,Halomonas,sp._R57-5,16,25,411,4874
GCF_900070355.1,Terrabacteria group,Actinobacteria,Devriesea,agamarum,20,2,282,150
GCF_900070365.1,Terrabacteria group,Actinobacteria,Alloactinosynnema,sp._L-07,20,2,56,4597
GCF_900070375.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,aeruginosa,16,25,776,97
GCF_900074915.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,cerasi,16,25,776,882
GCF_900078265.1,Terrabacteria group,Firmicutes,Streptococcus,agalactiae,20,23,921,140
GCF_900078695.1,Proteobacteria,Betaproteobacteria,Bordetella,trematum,16,7,136,5525
GCF_900078775.1,Terrabacteria group,Actinobacteria,Mycolicibacterium,aurum,20,2,616,507
GCF_900079785.1,Proteobacteria,Gammaproteobacteria,Citrobacter,sp._86,16,25,201,4220
GCF_900079795.1,Proteobacteria,Gammaproteobacteria,Citrobacter,sp._92,16,25,201,4222
GCF_900086555.1,Proteobacteria,Betaproteobacteria,Neisseria,weaveri,16,7,624,5782
GCF_900086565.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Java,16,25,856,1531
GCF_900086615.1,Terrabacteria group,Firmicutes,Staphylococcus,epidermidis,20,23,912,1683
GCF_900086895.1,Terrabacteria group,Actinobacteria,Propionibacterium,freudenreichii,20,2,761,1885
GCF_900086925.1,Terrabacteria group,Actinobacteria,Propionibacterium,freudenreichii,20,2,761,1885
GCF_900087025.1,Terrabacteria group,Actinobacteria,Propionibacterium,freudenreichii,20,2,761,1885
GCF_900087055.1,Proteobacteria,Gammaproteobacteria,Plesiomonas,shigelloides,16,25,746,4078
GCF_900087165.1,Terrabacteria group,Actinobacteria,Propionibacterium,freudenreichii,20,2,761,1885
GCF_900087185.1,Terrabacteria group,Actinobacteria,Propionibacterium,freudenreichii,20,2,761,1885
GCF_900087375.1,Terrabacteria group,Actinobacteria,Propionibacterium,freudenreichii,20,2,761,1885
GCF_900087655.1,Terrabacteria group,Actinobacteria,Propionibacterium,freudenreichii,20,2,761,1885
GCF_900088535.1,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobium,sp._NIES-981,20,15,235,4748
GCF_900088685.1,Terrabacteria group,Tenericutes,Mycoplasma,bovis,20,36,617,679
GCF_900088695.1,Terrabacteria group,Tenericutes,Mycoplasma,agalactiae,20,36,617,140
GCF_900088705.1,Proteobacteria,Gammaproteobacteria,Acinetobacter,baumannii,16,25,20,579
GCF_900089455.2,Proteobacteria,Betaproteobacteria,Orrella,dioscoreae,16,7,675,1314
GCF_900092345.1,Proteobacteria,Gammaproteobacteria,Yersinia,pseudotuberculosis,16,25,1052,3670
GCF_900092465.1,Proteobacteria,Gammaproteobacteria,Legionella,pneumophila,16,25,496,3526
GCF_900092475.1,Terrabacteria group,Firmicutes,Enterococcus,faecium,20,23,309,1749
GCF_900092595.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus,20,23,912,459
GCF_900092615.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_900092755.1,Terrabacteria group,Actinobacteria,Propionibacterium,freudenreichii,20,2,761,1885
GCF_900093475.1,Proteobacteria,Gammaproteobacteria,Acinetobacter,calcoaceticus,16,25,20,759
GCF_900093775.1,Terrabacteria group,Firmicutes,Bacillus,glycinifermentans,20,23,113,2033
GCF_900094135.1,Terrabacteria group,Firmicutes,Streptococcus,thermophilus,20,23,921,5399
GCF_900094325.1,Proteobacteria,Gammaproteobacteria,Xanthomonas,translucens_pv._translucens_DSM_18974,16,25,1046,5518
GCF_900094615.1,Terrabacteria group,Firmicutes,Lactobacillus,salivarius,20,23,487,4005
GCF_900095075.1,Terrabacteria group,Actinobacteria,Propionibacterium,freudenreichii,20,2,761,1885
GCF_900095155.1,Proteobacteria,Alphaproteobacteria,Brucella,sp._141012304,16,3,151,4163
GCF_900095165.1,Proteobacteria,Betaproteobacteria,Polynucleobacter,necessarius,16,7,752,3030
GCF_900095175.1,Proteobacteria,Betaproteobacteria,Polynucleobacter,necessarius,16,7,752,3030
GCF_900095195.1,Proteobacteria,Betaproteobacteria,Polynucleobacter,necessarius,16,7,752,3030
GCF_900095205.1,Proteobacteria,Betaproteobacteria,Polynucleobacter,necessarius,16,7,752,3030
GCF_900095215.1,Proteobacteria,Betaproteobacteria,Polynucleobacter,necessarius,16,7,752,3030
GCF_900095495.1,FCB group,Bacteroidetes/Chlorobi group,Bacteroides,ovatus_V975,11,6,116,3167
GCF_900095805.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,aeruginosa,16,25,776,97
GCF_900096745.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus,20,23,912,459
GCF_900096755.1,Proteobacteria,Betaproteobacteria,Polynucleobacter,necessarius,16,7,752,3030
GCF_900096765.1,Proteobacteria,Betaproteobacteria,Polynucleobacter,necessarius,16,7,752,3030
GCF_900096795.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_900096845.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_900097105.1,PVC group,Verrucomicrobia,Akkermansia,glycaniphila,15,40,44,2032
GCF_900097245.1,Terrabacteria group,Actinobacteria,Propionibacterium,freudenreichii,20,2,761,1885
GCF_900097255.1,Terrabacteria group,Actinobacteria,Propionibacterium,freudenreichii,20,2,761,1885
GCF_900116045.1,Proteobacteria,delta/epsilon subdivisions,Desulfovibrio,piger,16,43,275,3397
GCF_900116695.1,Terrabacteria group,Actinobacteria,Mycobacterium,chimaera,20,2,613,928
GCF_900116935.1,Terrabacteria group,Firmicutes,Lactobacillus,acidipiscis,20,23,487,46
GCF_900119315.1,Terrabacteria group,Actinobacteria,Actinoplanes,sp._SE50/110,20,2,26,4925
GCF_900119705.1,Terrabacteria group,Firmicutes,Murdochiella,vaginalis,20,23,607,5666
GCF_900119755.1,Proteobacteria,Gammaproteobacteria,Legionella,pneumophila,16,25,496,3526
GCF_900119765.1,Proteobacteria,Gammaproteobacteria,Legionella,pneumophila,16,25,496,3526
GCF_900119775.1,Proteobacteria,Gammaproteobacteria,Legionella,pneumophila,16,25,496,3526
GCF_900119785.1,Proteobacteria,Gammaproteobacteria,Legionella,pneumophila,16,25,496,3526
GCF_900119795.1,FCB group,Bacteroidetes/Chlorobi group,Tenacibaculum,maritimum_NCIMB_2154,11,6,957,2689
GCF_900119915.1,Terrabacteria group,Actinobacteria,Olsenella,timonensis,20,2,669,5457
GCF_900119955.1,Proteobacteria,delta/epsilon subdivisions,Helicobacter,pylori,16,43,418,3752
GCF_900119995.1,Proteobacteria,delta/epsilon subdivisions,Helicobacter,pylori,16,43,418,3752
GCF_900120055.1,Proteobacteria,delta/epsilon subdivisions,Helicobacter,pylori,16,43,418,3752
GCF_900120135.1,Proteobacteria,delta/epsilon subdivisions,Helicobacter,pylori,16,43,418,3752
GCF_900120165.1,Terrabacteria group,Firmicutes,Ezakiella,massiliensis,20,23,322,2694
GCF_900120185.1,Proteobacteria,delta/epsilon subdivisions,Helicobacter,pylori,16,43,418,3752
GCF_900120205.1,Proteobacteria,delta/epsilon subdivisions,Helicobacter,pylori,16,43,418,3752
GCF_900120225.1,Proteobacteria,delta/epsilon subdivisions,Helicobacter,pylori,16,43,418,3752
GCF_900120245.1,Terrabacteria group,Actinobacteria,Actinomyces,pacaensis,20,2,25,3182
GCF_900120255.1,Proteobacteria,delta/epsilon subdivisions,Helicobacter,pylori,16,43,418,3752
GCF_900120275.1,Proteobacteria,delta/epsilon subdivisions,Helicobacter,pylori,16,43,418,3752
GCF_900120315.1,Proteobacteria,delta/epsilon subdivisions,Helicobacter,pylori,16,43,418,3752
GCF_900120335.1,Proteobacteria,delta/epsilon subdivisions,Helicobacter,pylori,16,43,418,3752
GCF_900120345.1,Terrabacteria group,Firmicutes,Lachnoclostridium,phocaeense,20,23,484,3374
GCF_900120375.1,Terrabacteria group,Firmicutes,Ndongobacter,massiliensis,20,23,623,2694
GCF_900128415.1,Terrabacteria group,Firmicutes,Anaerococcus,mediterraneensis,20,23,70,2727
GCF_900128725.1,Proteobacteria,Gammaproteobacteria,Buchnera,aphidicola,16,25,152,351
GCF_900128595.1,Proteobacteria,Gammaproteobacteria,Buchnera,aphidicola_(Cinara_pseudotaxifoliae),16,25,152,354
GCF_900128735.1,Proteobacteria,Gammaproteobacteria,Buchnera,aphidicola_(Cinara_confinis),16,25,152,353
GCF_900129335.1,Terrabacteria group,Firmicutes,Staphylococcus,aureus_subsp._aureus,20,23,912,466
GCF_900130075.1,Proteobacteria,Betaproteobacteria,Herminiimonas,arsenitoxidans,16,7,422,418
GCF_900149285.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,aeruginosa,16,25,776,97
GCF_900149385.2,PVC group,Chlamydiae,Chlamydia,suis,15,11,187,5241
GCF_900149465.2,PVC group,Chlamydiae,Chlamydia,suis,15,11,187,5241
GCF_900149505.2,PVC group,Chlamydiae,Chlamydia,suis,15,11,187,5241
GCF_900149625.2,PVC group,Chlamydiae,Chlamydia,suis,15,11,187,5241
GCF_900149685.1,Proteobacteria,Alphaproteobacteria,Erythrobacter,sp._Alg231-14,16,3,315,4274
GCF_900149695.1,Proteobacteria,Alphaproteobacteria,Anderseniella,sp._Alg231-50,16,3,76,4276
GCF_900149705.1,Proteobacteria,Alphaproteobacteria,Sphingorhabdus,sp._Alg231-15,16,3,901,4275
GCF_900149805.1,Proteobacteria,delta/epsilon subdivisions,Helicobacter,pylori,16,43,418,3752
GCF_900149875.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli_O127:H6,16,25,316,1084
GCF_900149915.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli_O127:H6,16,25,316,1084
GCF_900155405.1,Negativicutes,Negativicoccus,massiliensis,,13,30,1061,-1
GCF_900155415.1,Terrabacteria group,Firmicutes,Christensenella,massiliensis,20,23,195,2694
GCF_900155645.1,Terrabacteria group,Actinobacteria,Propionimicrobium,sp._Marseille-P3275,20,2,762,4709
GCF_900155855.1,Terrabacteria group,Firmicutes,Streptococcus,agalactiae,20,23,921,140
GCF_900166885.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Typhimurium,16,25,856,1628
GCF_900168365.1,Terrabacteria group,Firmicutes,Clostridium,chauvoei_JF4335,20,23,207,921
GCF_900169085.1,PVC group,Chlamydiae,Chlamydia,suis,15,11,187,5241
GCF_900169485.1,Terrabacteria group,Actinobacteria,Phoenicibacter,congonensis,20,2,729,1159
GCF_900169565.1,Nitrospirae,Nitrospira,Nitrospira,japonica,14,31,640,2356
GCF_900170005.1,Terrabacteria group,Actinobacteria,Gordonibacter,massiliensis,20,2,386,2694
GCF_900174625.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_900175995.1,Proteobacteria,Alphaproteobacteria,Gluconobacter,oxydans_621H,16,3,382,3177
GCF_900176185.1,Proteobacteria,delta/epsilon subdivisions,Helicobacter,pylori,16,43,418,3752
GCF_900176205.1,Proteobacteria,Alphaproteobacteria,Bradyrhizobium,sp._ORS_285,16,3,143,4770
GCF_900183405.1,Terrabacteria group,Firmicutes,Lactobacillus,zymae,20,23,487,5844
GCF_900183975.1,Proteobacteria,Gammaproteobacteria,Xanthomonas,fragariae,16,25,1046,1869
GCF_900183985.1,Proteobacteria,Gammaproteobacteria,Xanthomonas,fragariae,16,25,1046,1869
GCF_900183995.1,Proteobacteria,Gammaproteobacteria,Xanthomonas,fragariae,16,25,1046,1869
GCF_900184295.1,Proteobacteria,Gammaproteobacteria,Pseudomonas,viridiflava,16,25,776,5744
GCF_900184385.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Typhimurium,16,25,856,1628
GCF_900184705.1,Terrabacteria group,Chloroflexi,Brevefilum,fermentans,20,12,146,1779
GCF_900184875.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_900185485.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Typhi,16,25,856,1623
GCF_900185995.1,Proteobacteria,Gammaproteobacteria,Vibrio,cholerae,16,25,1031,946
GCF_900186835.1,Proteobacteria,Gammaproteobacteria,Pasteurella,dagmatis,16,25,709,1234
GCF_900186845.1,Proteobacteria,Betaproteobacteria,Bordetella,pertussis,16,7,136,3318
GCF_900186855.1,Proteobacteria,Gammaproteobacteria,Legionella,pneumophila,16,25,496,3526
GCF_900186865.1,Proteobacteria,Gammaproteobacteria,Stenotrophomonas,maltophilia,16,25,915,2637
GCF_900186875.1,Proteobacteria,Betaproteobacteria,Neisseria,gonorrhoeae,16,7,624,2042
GCF_900186885.1,Terrabacteria group,Firmicutes,Veillonella,parvula,20,23,1028,3254
GCF_900186895.1,Proteobacteria,Betaproteobacteria,Bordetella,hinzii,16,7,136,2159
GCF_900186905.1,Proteobacteria,Gammaproteobacteria,Escherichia,coli,16,25,316,1027
GCF_900186915.1,Proteobacteria,Betaproteobacteria,Neisseria,gonorrhoeae,16,7,624,2042
GCF_900186925.1,Proteobacteria,Gammaproteobacteria,Legionella,pneumophila,16,25,496,3526
GCF_900186935.1,Proteobacteria,Betaproteobacteria,Neisseria,gonorrhoeae,16,7,624,2042
GCF_900186945.1,FCB group,Bacteroidetes/Chlorobi group,Riemerella,anatipestifer,11,6,814,281
GCF_900186955.1,Terrabacteria group,Firmicutes,Bacillus,pumilus,20,23,113,3722
GCF_900186965.1,Proteobacteria,Gammaproteobacteria,Legionella,spiritensis,16,25,496,5148
GCF_900186975.1,Terrabacteria group,Actinobacteria,Cutibacterium,granulosum,20,2,233,2058
GCF_900186985.1,Terrabacteria group,Firmicutes,Staphylococcus,piscifermentans,20,23,912,3413
GCF_900186995.1,Proteobacteria,Gammaproteobacteria,Haemophilus,pittmaniae,16,25,397,3420
GCF_900187005.1,Terrabacteria group,Firmicutes,Staphylococcus,muscae,20,23,912,2991
GCF_900187015.1,Proteobacteria,Gammaproteobacteria,Serratia,ficaria,16,25,872,1813
GCF_900187025.1,Terrabacteria group,Firmicutes,Listeria,ivanovii_subsp._ivanovii,20,23,515,2351
GCF_900187035.1,Terrabacteria group,Firmicutes,Megamonas,hypermegale,20,23,550,2255
GCF_900187045.1,Terrabacteria group,Actinobacteria,Dermatophilus,congolensis,20,2,256,1158
GCF_900187055.1,Terrabacteria group,Firmicutes,Staphylococcus,simiae,20,23,912,4087
GCF_900187065.1,Terrabacteria group,Actinobacteria,Mycolicibacterium,thermoresistibile,20,2,616,5415
GCF_900187075.1,Terrabacteria group,Firmicutes,Staphylococcus,stepanovicii,20,23,912,5178
GCF_900187085.1,Terrabacteria group,Firmicutes,Streptococcus,merionis,20,23,921,2789
GCF_900187095.1,Proteobacteria,Gammaproteobacteria,Legionella,waltersii,16,25,496,5776
GCF_900187105.1,Proteobacteria,Betaproteobacteria,Eikenella,corrodens,16,7,302,1170
GCF_900187115.1,Proteobacteria,delta/epsilon subdivisions,Arcobacter,butzleri,16,43,90,748
GCF_900187125.1,FCB group,Bacteroidetes/Chlorobi group,Sphingobacterium,mizutaii,11,6,897,2842
GCF_900187135.1,Terrabacteria group,Actinobacteria,Corynebacterium,ulcerans,20,2,222,5628
GCF_900187145.1,Terrabacteria group,Actinobacteria,Mycolicibacter,terrae,20,2,615,5342
GCF_900187155.1,Proteobacteria,Gammaproteobacteria,Actinobacillus,suis,16,25,22,5241
GCF_900187165.1,Terrabacteria group,Firmicutes,Clostridium,cochlearium,20,23,207,1023
GCF_900187175.1,FCB group,Bacteroidetes/Chlorobi group,Odoribacter,splanchnicus,11,6,662,5150
GCF_900187185.1,FCB group,Bacteroidetes/Chlorobi group,Chryseobacterium,taklimakanense,11,6,199,5322
GCF_900187195.1,Terrabacteria group,Firmicutes,Listeria,ivanovii_subsp._ivanovii,20,23,515,2351
GCF_900187205.1,Proteobacteria,Betaproteobacteria,Pandoraea,sputorum,16,7,688,5162
GCF_900187215.1,Terrabacteria group,Actinobacteria,Corynebacterium,imitans,20,2,222,2265
GCF_900187225.1,Terrabacteria group,Firmicutes,Listeria,monocytogenes,20,23,515,2866
GCF_900187235.1,Terrabacteria group,Actinobacteria,Corynebacterium,urealyticum,20,2,222,5645
GCF_900187245.1,Terrabacteria group,Firmicutes,Streptococcus,acidominimus,20,23,921,53
GCF_900187255.1,FCB group,Bacteroidetes/Chlorobi group,Capnocytophaga,haemolytica,11,6,166,2081
GCF_900187265.1,Terrabacteria group,Actinobacteria,Rhodococcus,rhodochrous,20,2,803,3911
GCF_900187275.1,Proteobacteria,Gammaproteobacteria,Pasteurella,multocida,16,25,709,2966
GCF_900187285.1,Terrabacteria group,Firmicutes,Veillonella,rodentium,20,23,1028,3934
GCF_900187295.1,Terrabacteria group,Actinobacteria,Corynebacterium,cystitidis,20,2,222,1228
GCF_900187305.1,Proteobacteria,Betaproteobacteria,Neisseria,zoodegmatis,16,7,624,5839
GCF_900187315.1,Terrabacteria group,Firmicutes,Listeria,welshimeri,20,23,515,5784
GCF_900187345.1,Proteobacteria,Betaproteobacteria,Bordetella,pertussis,16,7,136,3318
GCF_900187355.1,Proteobacteria,Gammaproteobacteria,Legionella,lansingensis,16,25,496,2488
GCF_900196735.1,Terrabacteria group,Firmicutes,Lactobacillus,delbrueckii_subsp._bulgaricus,20,23,487,1250
GCF_900198195.1,FCB group,Bacteroidetes/Chlorobi group,Tenacibaculum,jejuense,11,6,957,2368
GCF_900205275.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Typhi,16,25,856,1623
GCF_900199375.1,Terrabacteria group,Actinobacteria,Gordonibacter,urolithinfaciens,20,2,386,5658
GCF_900205265.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Typhi,16,25,856,1623
GCF_900205295.1,Proteobacteria,Gammaproteobacteria,Salmonella,enterica_subsp._enterica_serovar_Typhi,16,25,856,1623
GCF_900205745.1,Terrabacteria group,Firmicutes,Lactobacillus,fermentum,20,23,487,1785
GCF_900217235.1,Proteobacteria,delta/epsilon subdivisions,Pseudodesulfovibrio,profundus,16,43,772,3587
GCF_900231165.1,Proteobacteria,Alphaproteobacteria,Hartmannibacter,diazotrophicus,16,3,417,1300
GCF_900231475.1,Terrabacteria group,Firmicutes,Listeria,monocytogenes,20,23,515,2866
GCF_900231485.1,Terrabacteria group,Firmicutes,Listeria,monocytogenes,20,23,515,2866
GCF_900233005.1,Proteobacteria,Gammaproteobacteria,Vibrio,tapetis_subsp._tapetis,16,25,1031,5325
GCF_900234345.1,Terrabacteria group,Firmicutes,Lactobacillus,sakei,20,23,487,3991
GCF_900234355.1,Terrabacteria group,Firmicutes,Lactobacillus,sakei,20,23,487,3991
GCF_900234375.1,Terrabacteria group,Firmicutes,Lactobacillus,sakei,20,23,487,3991
